Planet Name,Host Star,Number of Stars,Number of Planets,Number of Moons,Discovery Facility,Discovery Method,Discovery Telescope,Discovery Instrument,Discovery Year,Planet Radius [Earth radii],Planet Mass [Earth mass],Planet Density [g/cm^3],Equilibrium Temperature [K],Distance from Earth [pc],Spectral Type
LHS 1140 b,LHS 1140,1,2,0,MEarth Project,Transit,0.4 m MEarth Telescope,Apogee CCD Sensor,2017-01-01,1.727,6.98,7.5,235.0,14.9861,
LHS 1140 b,LHS 1140,1,2,0,MEarth Project,Transit,0.4 m MEarth Telescope,Apogee CCD Sensor,2017-01-01,1.43,6.65,12.5,230.0,14.9861,M
LHS 1140 c,LHS 1140,1,2,0,Multiple Observatories,Transit,Multiple Telescopes,Multiple Instruments,2018-01-01,1.282,1.81,4.7,438.0,14.9861,
LHS 1140 c,LHS 1140,1,2,0,Multiple Observatories,Transit,Multiple Telescopes,Multiple Instruments,2018-01-01,1.169,1.76,6.07,709.0,14.9861,
LHS 1478 b,LHS 1478,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2021-01-01,1.242,2.33,6.67,595.0,18.2276,m
LP 714-47 b,LP 714-47,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2020-01-01,4.7,30.8,1.7,700.0,52.616,M
LTT 1445 A b,LTT 1445 A,3,2,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2019-01-01,1.305,2.87,7.1,424.0,6.86929,
LTT 1445 A b,LTT 1445 A,3,2,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2019-01-01,1.38,2.2,4.4,433.0,6.86929,
LTT 1445 A c,LTT 1445 A,3,2,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,1.147,1.54,5.57,508.0,6.86929,
LTT 3780 b,LTT 3780,2,2,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2020-01-01,1.35,2.34,5.24,1000.0,21.9814,M
LTT 3780 b,LTT 3780,2,2,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2020-01-01,1.332,2.62,6.1,892.0,21.9814,M
LTT 3780 c,LTT 3780,2,2,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2020-01-01,2.42,6.29,2.45,397.0,21.9814,M
LTT 3780 c,LTT 3780,2,2,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2020-01-01,2.3,8.6,3.9,353.0,21.9814,M
LTT 9779 b,LTT 9779,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2020-01-01,4.72,29.32,1.536,1978.0,80.4373,G
MASCARA-1 b,MASCARA-1,1,1,0,Multiple Observatories,Transit,Multiple Telescopes,Multiple Instruments,2017-01-01,16.814,1175.971,1.5,2570.0,182.273,A
NGTS-1 b,NGTS-1,1,1,0,Paranal Observatory,Transit,20 cm Telescope,Andor Ikon-L Camera,2017-01-01,14.908,258.07796,0.42,790.0,218.121,M
NGTS-11 b,NGTS-11,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2020-01-01,9.158,109.33352,0.78,435.0,190.422,K
NGTS-12 b,NGTS-12,1,1,0,Paranal Observatory,Transit,20 cm Telescope,Andor Ikon-L Camera,2020-01-01,11.747,66.10864,0.223,1257.0,446.442,G
NGTS-13 b,NGTS-13,1,1,0,Paranal Observatory,Transit,20 cm Telescope,Andor Ikon-L Camera,2021-01-01,12.801,1538.2972,4.02,1605.0,647.595,
NGTS-14 A b,NGTS-14 A,2,1,0,Paranal Observatory,Transit,20 cm Telescope,Andor Ikon-L Camera,2021-01-01,4.977,29.24036,1.395,1143.0,322.148,K
NGTS-15 b,NGTS-15,1,1,0,Paranal Observatory,Transit,20 cm Telescope,Andor Ikon-L Camera,2021-01-01,12.33,238.68913,0.74,1146.0,786.485,G
NGTS-16 b,NGTS-16,1,1,0,Paranal Observatory,Transit,20 cm Telescope,Andor Ikon-L Camera,2021-01-01,14.572,211.99155,0.38,1177.0,898.168,G
NGTS-17 b,NGTS-17,1,1,0,Paranal Observatory,Transit,20 cm Telescope,Andor Ikon-L Camera,2021-01-01,13.899,242.8209,0.5,1457.0,1040.28,G
NGTS-18 b,NGTS-18,1,1,0,Paranal Observatory,Transit,20 cm Telescope,Andor Ikon-L Camera,2021-01-01,13.563,129.99182,0.28,1381.0,1096.19,G
NGTS-2 b,NGTS-2,1,1,0,Paranal Observatory,Transit,20 cm Telescope,Andor Ikon-L Camera,2018-01-01,17.878,235.1942,0.226,1468.0,356.391,F
NGTS-21 b,NGTS-21,1,1,0,Paranal Observatory,Transit,20 cm Telescope,Andor Ikon-L Camera,2022-01-01,14.908,750.07504,1.25,1357.0,592.891,K
NGTS-4 b,NGTS-4,1,1,0,Paranal Observatory,Transit,20 cm Telescope,Andor Ikon-L Camera,2019-01-01,3.18,20.6,3.45,1650.0,280.555,
NGTS-6 b,NGTS-6,1,1,0,Paranal Observatory,Transit,20 cm Telescope,Andor Ikon-L Camera,2019-01-01,14.863,425.57437,0.711,1284.0,308.262,
NGTS-8 b,NGTS-8,1,1,0,Paranal Observatory,Transit,20 cm Telescope,Andor Ikon-L Camera,2019-01-01,12.218,295.5819,0.89,1345.0,428.976,K
NGTS-9 b,NGTS-9,1,1,0,Paranal Observatory,Transit,20 cm Telescope,Andor Ikon-L Camera,2019-01-01,11.994,921.707,2.93,1448.0,609.128,F
OGLE-TR-10 b,OGLE-TR-10,1,1,0,OGLE,Transit,1.3 m Warsaw University Telescope,OGLE CCD Array,2004-01-01,19.279,216.1244,0.178,1702.0,1344.97,
OGLE-TR-111 b,OGLE-TR-111,1,1,0,OGLE,Transit,1.3 m Warsaw University Telescope,OGLE CCD Array,2004-01-01,12.072,171.6282,0.57,1034.0,1068.33,
OGLE-TR-111 b,OGLE-TR-111,1,1,0,OGLE,Transit,1.3 m Warsaw University Telescope,OGLE CCD Array,2004-01-01,11.332,174.8065,0.65,1019.0,1068.33,
OGLE-TR-113 b,OGLE-TR-113,1,1,0,OGLE,Transit,1.3 m Warsaw University Telescope,OGLE CCD Array,2004-01-01,12.453,394.1092,1.21,1355.0,566.459,
OGLE-TR-113 b,OGLE-TR-113,1,1,0,OGLE,Transit,1.3 m Warsaw University Telescope,OGLE CCD Array,2004-01-01,12.195,390.9309,1.18,1342.0,566.459,
OGLE-TR-132 b,OGLE-TR-132,1,1,0,OGLE,Transit,1.3 m Warsaw University Telescope,OGLE CCD Array,2004-01-01,13.45,375.02,0.85,2013.0,2012.62,
OGLE-TR-132 b,OGLE-TR-132,1,1,0,OGLE,Transit,1.3 m Warsaw University Telescope,OGLE CCD Array,2004-01-01,13.776,371.8611,0.78,1991.0,2012.62,
OGLE-TR-132 b,OGLE-TR-132,1,1,0,OGLE,Transit,1.3 m Warsaw University Telescope,OGLE CCD Array,2004-01-01,14.011,371.8611,0.78,2017.0,2012.62,
OGLE-TR-182 b,OGLE-TR-182,1,1,0,OGLE,Transit,1.3 m Warsaw University Telescope,OGLE CCD Array,2007-01-01,16.477,336.8998,0.442,1550.0,2501.75,
OGLE-TR-211 b,OGLE-TR-211,1,1,0,OGLE,Transit,1.3 m Warsaw University Telescope,OGLE CCD Array,2007-01-01,14.146,238.3725,0.49476,1686.0,1515.26,
OGLE2-TR-L9 b,OGLE2-TR-L9,1,1,0,OGLE,Transit,1.3 m Warsaw University Telescope,OGLE CCD Array,2008-01-01,18.091,1379.3822,1.37,2039.0,1627.63,
OGLE2-TR-L9 b,OGLE2-TR-L9,1,1,0,OGLE,Transit,1.3 m Warsaw University Telescope,OGLE CCD Array,2008-01-01,18.304,1398.452,1.25,2034.0,1627.63,
Qatar-1 b,Qatar-1,1,1,0,Qatar,Transit,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,2010-01-01,12.812,411.27202,1.076,1418.0,185.615,
Qatar-1 b,Qatar-1,1,1,0,Qatar,Transit,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,2010-01-01,12.801,410.95419,1.08,1388.0,185.615,
Qatar-1 b,Qatar-1,1,1,0,Qatar,Transit,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,2010-01-01,13.227,422.7139,1.1,1389.0,185.615,
Qatar-10 b,Qatar-10,1,1,0,Qatar,Transit,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,2019-01-01,17.295,233.92288,0.248,1955.0,559.068,F
Qatar-2 b,Qatar-2,1,1,0,Qatar,Transit,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,2011-01-01,12.823,790.41,2.208,1292.0,181.374,
Qatar-2 b,Qatar-2,1,1,0,Qatar,Transit,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,2011-01-01,12.498,783.76878,2.356,1285.0,181.374,
Qatar-2 b,Qatar-2,1,1,0,Qatar,Transit,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,2011-01-01,14.056,792.635,1.573,1344.0,181.374,
Qatar-3 b,Qatar-3,1,1,0,Qatar,Transit,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,2017-01-01,12.285,1369.8473,4.0,1681.0,735.601,G
Qatar-4 b,Qatar-4,1,1,0,Qatar,Transit,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,2017-01-01,12.722,1938.763,5.1,1385.0,329.036,K
Qatar-5 b,Qatar-5,1,1,0,Qatar,Transit,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,2017-01-01,12.408,1373.0256,3.95,1415.0,367.658,G
Qatar-7 b,Qatar-7,1,1,0,Qatar,Transit,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,2019-01-01,19.055,597.5204,0.502,2053.0,705.981,F
Qatar-8 b,Qatar-8,1,1,0,Qatar,Transit,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,2019-01-01,14.404,117.91493,0.216,1457.0,281.498,G
Qatar-9 b,Qatar-9,1,1,0,Qatar,Transit,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,2019-01-01,11.31,378.2177,1.43,1134.0,213.771,K
TIC 237913194 b,TIC 237913194,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2020-01-01,12.52,617.22586,1.847,974.0,306.063,G
TIC 257060897 b,TIC 257060897,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2021-01-01,16.701,212.94503,0.25,1762.0,505.703,
TOI-1062 b,TOI-1062,1,2,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2021-01-01,2.265,10.15,4.85,1077.0,82.1733,G
TOI-1064 b,TOI-1064,1,2,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,2.587,13.5,4.30062,784.0,68.0726,
TOI-1064 c,TOI-1064,1,2,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,2.651,2.5,0.77191,634.0,68.0726,
TOI-1075 b,TOI-1075,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,1.791,9.95,9.32,1323.0,61.4592,K
TOI-1107 b,TOI-1107,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,14.572,1064.72516,1.89,1728.0,281.314,F
TOI-1130 c,TOI-1130,1,2,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2020-01-01,16.814,309.56642,0.38,637.0,58.2609,K
TOI-1201 b,TOI-1201,2,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2021-01-01,2.415,6.28,2.45,703.0,37.8871,M
TOI-1231 b,TOI-1231,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2021-01-01,3.65,15.4,1.74,330.0,27.6227,M
TOI-1235 b,TOI-1235,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2020-01-01,1.694,5.9,6.7,775.0,39.6345,M
TOI-1235 b,TOI-1235,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2020-01-01,1.738,6.91,7.4,754.0,39.6345,
TOI-1246 b,TOI-1246,1,4,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,3.01,8.1,1.63,955.0,169.422,K
TOI-1246 c,TOI-1246,1,4,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,2.51,8.8,3.21,860.0,169.422,K
TOI-1246 d,TOI-1246,1,4,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,3.51,5.3,0.7,586.0,169.422,K
TOI-1246 e,TOI-1246,1,4,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,3.78,14.8,1.51,462.0,169.422,K
TOI-125 b,TOI-125,1,3,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2019-01-01,2.726,9.5,2.57,1037.0,111.059,K
TOI-125 c,TOI-125,1,3,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2019-01-01,2.759,6.63,1.73,828.0,111.059,K
TOI-125 d,TOI-125,1,3,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2020-01-01,2.93,13.6,2.98,638.0,111.059,K
TOI-1259 A b,TOI-1259 A,2,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2021-01-01,11.456,140.16233,0.513,963.0,118.106,
TOI-1260 b,TOI-1260,1,3,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2021-01-01,2.41,8.56,3.35,871.0,73.5977,
TOI-1260 b,TOI-1260,1,3,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2021-01-01,2.34,8.6,3.69,860.0,73.5977,K
TOI-1260 c,TOI-1260,1,3,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2021-01-01,2.76,13.2,3.45,651.0,73.5977,
TOI-1260 c,TOI-1260,1,3,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2021-01-01,2.82,11.8,2.87,643.0,73.5977,K
TOI-1260 d,TOI-1260,1,3,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,3.12,11.84,2.14,499.0,73.5977,
TOI-1268 b,TOI-1268,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,9.1,96.4,0.71,919.0,109.557,K
TOI-1272 b,TOI-1272,1,2,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,4.14,24.6,1.9,961.0,137.572,
TOI-1288 b,TOI-1288,1,2,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,5.24,42.0,1.3,1266.0,114.865,G
TOI-1296 b,TOI-1296,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2021-01-01,13.798,94.71287,0.198,1562.0,323.265,
TOI-1298 b,TOI-1298,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2021-01-01,9.427,113.14691,0.743,1388.0,319.036,
TOI-132 b,TOI-132,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2020-01-01,3.42,22.4,3.08,1395.0,163.678,G
TOI-1333 b,TOI-1333,2,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2021-01-01,15.648,753.2571,1.08,1679.0,200.492,
TOI-1416 b,TOI-1416,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,1.62,3.48,4.5,1517.0,55.0135,G
TOI-1422 b,TOI-1422,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,3.96,9.0,0.795,867.0,155.141,G
TOI-1431 b,TOI-1431,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2021-01-01,16.701,991.62463,1.17,2370.0,148.925,A
TOI-1452 b,TOI-1452,2,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,1.672,4.82,5.6,326.0,30.5212,M
TOI-1478 b,TOI-1478,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2021-01-01,11.882,270.47333,0.88,918.0,152.892,
TOI-150.01,TOI-150,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2019-01-01,14.067,797.7533,1.68,1404.0,336.267,F
TOI-150.01,TOI-150,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2019-01-01,15.468,556.2025,0.83,1493.0,336.267,
TOI-157 b,TOI-157,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2020-01-01,14.415,375.0394,0.686,1588.0,355.683,G
TOI-1601 b,TOI-1601,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2021-01-01,13.888,314.6517,0.64,1619.0,336.608,
TOI-163 b,TOI-163,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2019-01-01,16.69,387.7526,0.49,1669.0,411.719,F
TOI-1634 b,TOI-1634,2,2,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2021-01-01,1.749,10.14,10.4,920.0,35.2736,
TOI-1634 b,TOI-1634,2,2,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2021-01-01,1.79,4.91,4.7,924.0,35.2736,M
TOI-1670 b,TOI-1670,1,2,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,2.06,41.31769,8.6,1062.0,168.067,F
TOI-1670 c,TOI-1670,1,2,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,11.063,200.2319,0.81,684.0,168.067,F
TOI-1685 b,TOI-1685,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2021-01-01,1.7,3.78,4.21,1069.0,37.6153,M
TOI-1685 b,TOI-1685,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2021-01-01,1.7,3.09,3.44,1069.0,37.6153,
TOI-1685 b,TOI-1685,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2021-01-01,1.459,3.43,6.1,1052.0,37.6153,
TOI-169 b,TOI-169,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2020-01-01,12.173,251.40353,0.76,1715.0,407.84,G
TOI-1695 b,TOI-1695,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,1.9,6.36,5.0,698.0,45.1309,M
TOI-1695 b,TOI-1695,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,2.03,5.5,3.6,590.0,45.1309,
TOI-1696 b,TOI-1696,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,3.24,56.6,9.44,533.0,64.9172,
TOI-172 b,TOI-172,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2019-01-01,10.817,1722.6386,7.53,1198.0,342.831,
TOI-1728 b,TOI-1728,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2020-01-01,5.05,26.78,1.14,767.0,60.798,M
TOI-1759 b,TOI-1759,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,3.14,10.8,1.91,443.0,40.0654,M
TOI-1759 b,TOI-1759,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,3.06,6.8,1.3,433.0,40.0654,
TOI-178 b,TOI-178,1,6,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2021-01-01,1.152,1.5,5.4,1040.0,62.699,K
TOI-178 c,TOI-178,1,6,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2021-01-01,1.669,4.77,5.62,873.0,62.699,K
TOI-178 d,TOI-178,1,6,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2021-01-01,2.572,3.01,0.976,690.0,62.699,K
TOI-178 e,TOI-178,1,6,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2021-01-01,2.207,3.86,1.98,600.0,62.699,K
TOI-178 f,TOI-178,1,6,0,Multiple Observatories,Transit,Multiple Telescopes,Multiple Instruments,2021-01-01,2.287,7.72,3.6,521.0,62.699,K
TOI-178 g,TOI-178,1,6,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2021-01-01,2.87,3.94,0.915,470.0,62.699,K
TOI-1789 b,TOI-1789,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2021-01-01,16.141,222.47988,0.28,1927.0,229.067,F
TOI-181 b,TOI-181,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,6.956,46.1687,0.7562,895.0,96.2338,K
TOI-1811 b,TOI-1811,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,11.142,308.92921,1.23,962.0,128.23,
TOI-1820 b,TOI-1820,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,12.778,731.00534,2.0,1375.0,248.504,
TOI-1899 b,TOI-1899,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2020-01-01,12.89,209.7678,0.54,362.0,128.438,M
TOI-1937 A b,TOI-1937 A,2,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,13.978,638.8351,1.28,2097.0,415.135,
TOI-2000 b,TOI-2000,1,2,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,2.7,11.0,3.07,1488.0,175.713,
TOI-2000 c,TOI-2000,1,2,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,8.14,81.7,0.829,1038.0,175.713,
TOI-2025 b,TOI-2025,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,12.52,1398.44499,3.9,1167.0,335.985,
TOI-2025 b,TOI-2025,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,11.893,1144.18227,3.74,1166.0,335.985,
TOI-2136 b,TOI-2136,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,2.19,6.37,3.34,395.0,33.3631,M
TOI-2136 b,TOI-2136,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,2.09,15.0,9.53,403.0,33.3631,
TOI-2136 b,TOI-2136,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,2.2,4.7,2.39,378.0,33.3631,
TOI-2145 b,TOI-2145,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,11.982,1671.77742,5.34,1484.0,224.731,
TOI-2152 A b,TOI-2152,3,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,14.359,899.45439,1.67,1802.0,303.006,F
TOI-2154 b,TOI-2154,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2023-01-01,16.287,292.40213,0.37,1580.0,296.46,
TOI-2158 b,TOI-2158,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,10.761,260.61929,1.14,1188.0,198.473,
TOI-216.01,TOI-216,1,2,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2019-01-01,11.29,200.0,0.76,497.0,177.945,
TOI-216.02,TOI-216,1,2,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2019-01-01,7.69,30.0,0.34,628.0,177.945,
TOI-2180 b,TOI-2180,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,11.321,875.61726,3.32,348.0,116.685,G
TOI-2193 A b,TOI-2193 A,2,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,19.84,298.7587,0.06,1763.0,337.064,
TOI-2196 b,TOI-2196,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,3.51,26.0,3.31,1860.0,259.947,G
TOI-220 b,TOI-220,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2021-01-01,3.03,13.8,2.73,805.0,90.7402,K
TOI-2207 b,TOI-2207,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,11.153,203.41018,0.8,1259.0,373.345,
