Planet Name,Host Star,Number of Stars,Number of Planets,Number of Moons,Discovery Facility,Discovery Method,Discovery Telescope,Discovery Instrument,Discovery Year,Planet Radius [Earth radii],Planet Mass [Earth mass],Planet Density [g/cm^3],Equilibrium Temperature [K],Distance from Earth [pc],Spectral Type
WASP-139 b,WASP-139,2,1,0,SuperWASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2016-01-01,8.967,37.18611,0.31,910.0,212.472,K
WASP-14 b,WASP-14,3,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2008-01-01,18.304,2510.857,2.25,2090.0,161.997,
WASP-14 b,WASP-14,3,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2008-01-01,13.899,2412.3297,4.96,1872.0,161.997,
WASP-140 b,WASP-140,2,1,0,SuperWASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2016-01-01,16.141,775.5052,1.1,1320.0,117.598,K
WASP-141 b,WASP-141,1,1,0,SuperWASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2016-01-01,13.563,854.9627,1.98,1540.0,516.543,F
WASP-142 b,WASP-142,1,1,0,SuperWASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2016-01-01,17.15,266.9772,0.31,2000.0,730.933,F
WASP-144 b,WASP-144,1,1,0,SuperWASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2018-01-01,9.528,139.8452,0.95,1260.0,355.513,K
WASP-145 A b,WASP-145 A,2,1,0,SuperWASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2018-01-01,10.088,282.8687,1.6,1200.0,91.299,K
WASP-147 b,WASP-147,1,1,0,SuperWASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2018-01-01,12.498,87.40325,0.263,1404.0,436.098,G
WASP-148 b,WASP-148,1,2,0,SuperWASP-North,Transit,Canon 200mm f/1.8L,Andor e2v CCD Camera,2020-01-01,8.093,92.48853,0.96,940.0,246.353,G
WASP-15 b,WASP-15,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2009-01-01,15.782,188.15536,0.263,1676.0,282.091,
WASP-150 b,WASP-150,1,1,0,SuperWASP-North,Transit,Canon 200mm f/1.8L,Andor e2v CCD Camera,2020-01-01,11.994,2688.8418,8.54,1460.0,527.995,F
WASP-151 b,WASP-151,1,1,0,SuperWASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2017-01-01,12.666,98.5273,0.29,1290.0,453.099,G
WASP-151 b,WASP-151,1,1,0,SuperWASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2017-01-01,13.305,100.43378,0.25065,1312.0,453.099,
WASP-153 b,WASP-153,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2017-01-01,17.374,123.9537,0.15,1700.0,610.176,G
WASP-156 b,WASP-156,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2017-01-01,5.717,40.68224,1.3,970.0,122.066,K
WASP-157 b,WASP-157,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2016-01-01,11.938,182.43442,0.64,1339.0,334.037,G
WASP-158 b,WASP-158,1,1,0,SuperWASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2018-01-01,11.994,886.7457,3.1,1590.0,524.993,F
WASP-159 b,WASP-159,1,1,0,SuperWASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2018-01-01,15.468,174.8065,0.28,1850.0,715.383,F
WASP-16 b,WASP-16,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2009-01-01,13.653,264.43456,0.572,1389.0,194.134,
WASP-160 B b,WASP-160 B,2,1,0,SuperWASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2018-01-01,12.218,88.35674,0.284,1119.0,288.326,K
WASP-161 b,WASP-161,1,1,0,SuperWASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2018-01-01,12.812,791.3967,2.2,1557.0,343.08,
WASP-162 b,WASP-162,1,1,0,SuperWASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2018-01-01,11.209,1652.716,6.9,910.0,310.841,K
WASP-163 b,WASP-163,1,1,0,SuperWASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2018-01-01,13.473,594.3421,1.42,1638.0,261.386,
WASP-164 b,WASP-164,1,1,0,SuperWASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2018-01-01,12.644,676.9779,1.96,1610.0,327.506,G
WASP-165 b,WASP-165,1,1,0,SuperWASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2018-01-01,14.123,209.13214,0.44,1624.0,602.236,G
WASP-166 b,WASP-166,1,1,0,WASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2019-01-01,7.062,32.10083,0.54,1270.0,114.173,F
WASP-168 b,WASP-168,2,1,0,SuperWASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2018-01-01,16.814,133.4886,0.16,1340.0,303.941,F
WASP-169 b,WASP-169,1,1,0,WASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2019-01-01,14.617,178.30263,0.33,1604.0,627.066,F
WASP-17 b,WASP-17,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2009-01-01,21.656,151.60491,0.082,1755.0,405.908,
WASP-17 b,WASP-17,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2009-01-01,22.317,154.46538,0.0817,1771.0,405.908,
WASP-170 b,WASP-170,1,1,0,SuperWASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2018-01-01,12.285,508.528,1.6,1422.0,305.603,
WASP-171 b,WASP-171,1,1,0,WASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2019-01-01,10.985,344.52772,1.5,1642.0,757.84,G
WASP-172 b,WASP-172,1,1,0,SuperWASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2018-01-01,17.598,149.3801,0.16,1740.0,538.11,F
WASP-173 A b,WASP-173 A,2,1,0,SuperWASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2018-01-01,14.404,1102.8701,2.02,1842.0,232.98,G
WASP-173 A b,WASP-173 A,2,1,0,SuperWASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2018-01-01,13.451,1172.7927,2.84,1880.0,232.98,G
WASP-174 b,WASP-174,1,1,0,SuperWASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2018-01-01,16.107,104.88337,0.135,1528.0,410.149,
WASP-175 b,WASP-175,1,1,0,WASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2019-01-01,13.54,314.6517,0.74,1571.0,539.36,F
WASP-176 b,WASP-176,1,1,0,SuperWASP-North,Transit,Canon 200mm f/1.8L,Andor e2v CCD Camera,2020-01-01,16.87,271.74465,0.31,1721.0,568.42,F
WASP-177 b,WASP-177,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2019-01-01,17.71,161.45764,0.172,1142.0,176.818,K
WASP-178 b,WASP-178,1,1,0,WASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2019-01-01,21.745,448.1403,0.238,2402.0,427.678,
WASP-178 b,WASP-178,1,1,0,WASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2019-01-01,20.288,527.5978,0.37,2470.0,427.678,A
WASP-18 b,WASP-18,2,2,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2009-01-01,13.899,3241.84975,6.6,2429.0,123.483,
WASP-18 b,WASP-18,2,2,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2009-01-01,12.98,3270.4707,8.83,2392.0,123.483,
WASP-18 b,WASP-18,2,2,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2009-01-01,14.6,3241.7,10.3,2400.0,123.483,F
WASP-18 b,WASP-18,2,2,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2009-01-01,13.036,3299.0754,8.22,2413.0,123.483,
WASP-180 A b,WASP-180 A,2,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2019-01-01,13.899,286.047,0.61,1540.0,253.985,F
WASP-181 b,WASP-181,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2019-01-01,13.271,95.03117,0.237,1186.0,437.495,G
WASP-182 b,WASP-182,1,1,0,WASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2019-01-01,9.528,47.03884,0.318,1479.0,327.602,G
WASP-183 b,WASP-183,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2019-01-01,16.477,159.55066,0.21,1111.0,325.377,G
WASP-184 b,WASP-184,1,1,0,WASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2019-01-01,14.908,181.1631,0.32,1480.0,663.231,G
WASP-185 b,WASP-185,1,1,0,WASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2019-01-01,14.011,311.4734,0.66,1160.0,279.35,G
WASP-189 b,WASP-189,1,1,0,CHaracterising ExOPlanets Satellite (CHEOPS),Transit,0.3 m Ritchey-Chretien Telescope,Teledyne e2v CCD detector,2020-01-01,18.147,632.47853,0.62199,3353.0,99.731,
WASP-19 b,WASP-19,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2009-01-01,15.536,371.21,0.583,2050.0,268.325,
WASP-19 b,WASP-19,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2009-01-01,15.424,370.27195,0.59451,2058.0,268.325,
WASP-19 b,WASP-19,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2009-01-01,15.861,366.77398,0.506,2113.0,268.325,
WASP-19 b,WASP-19,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2009-01-01,15.603,339.76027,0.492,2520.0,268.325,
WASP-19 b,WASP-19,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2009-01-01,15.637,354.06262,0.511,2067.0,268.325,
WASP-192 b,WASP-192,1,1,0,WASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2019-01-01,13.787,731.009,1.62,1620.0,508.885,G
WASP-193 b,WASP-193,1,1,0,WASP-South,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2023-01-01,16.41,44.17815,0.059,1254.0,362.087,F
WASP-2 b,WASP-2,2,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2007-01-01,12.005,290.802,0.92,1304.0,153.242,
WASP-2 b,WASP-2,2,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2007-01-01,11.691,269.20201,0.994,1281.0,153.242,
WASP-2 b,WASP-2,2,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2007-01-01,12.52,290.484,0.87,1300.0,153.242,
WASP-2 b,WASP-2,2,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2007-01-01,11.691,269.20201,0.994,1281.0,153.242,
WASP-2 b,WASP-2,2,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2007-01-01,12.117,295.89973,0.914,1311.0,153.242,
WASP-2 b,WASP-2,2,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2007-01-01,11.915,279.6904,0.911,1286.0,153.242,
WASP-20 b,WASP-20,2,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2015-01-01,14.348,120.13974,0.225,1282.0,211.877,
WASP-20 b,WASP-20,2,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2015-01-01,16.388,98.841,0.132,1379.0,211.877,F
WASP-21 b,WASP-21,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2010-01-01,14.157,93.75985,0.182,1340.0,258.426,
WASP-22 b,WASP-22,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2010-01-01,13.44,196.10111,0.444,1502.0,317.652,
WASP-22 b,WASP-22,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2010-01-01,12.554,177.9848,0.53,1430.0,317.652,G
WASP-24 b,WASP-24,3,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2010-01-01,14.605,352.47347,0.622,1772.0,322.114,
WASP-25 b,WASP-25,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2010-01-01,13.978,190.06234,0.382,1210.0,211.416,
WASP-26 b,WASP-26,2,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2010-01-01,13.63,324.1866,0.703,1650.0,252.759,
WASP-26 b,WASP-26,2,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2010-01-01,14.796,324.18498,0.58353,1660.0,252.759,G
WASP-28 b,WASP-28,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2014-01-01,13.597,288.26,0.676,1468.0,348.494,F
WASP-28 b,WASP-28,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2014-01-01,13.664,282.54945,0.65116,1456.0,348.494,
WASP-29 b,WASP-29,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2010-01-01,8.698,77.55052,0.7,970.0,87.5953,
WASP-3 b,WASP-3,3,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2007-01-01,14.684,559.3808,1.03,1960.0,231.161,
WASP-3 b,WASP-3,3,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2007-01-01,16.298,654.7298,0.89,2028.0,231.161,
WASP-3 b,WASP-3,3,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2007-01-01,15.872,645.1949,0.89,2020.0,231.161,
WASP-33 b,WASP-33,2,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2010-01-01,18.82,1042.4824,0.86,2723.0,121.944,
WASP-33 b,WASP-33,2,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2010-01-01,17.856,665.21819,0.689,2782.0,121.944,
WASP-34 b,WASP-34,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2010-01-01,13.675,187.51,0.45,1250.0,132.096,
WASP-36 b,WASP-36,2,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2011-01-01,14.874,750.39663,1.26,1733.0,386.346,
WASP-36 b,WASP-36,2,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2011-01-01,14.359,726.55938,1.353,1724.0,386.346,
WASP-38 b,WASP-38,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2010-01-01,12.3,858.1,2.1,1250.0,136.24,F
WASP-39 b,WASP-39,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2011-01-01,14.336,89.31023,0.167,1166.0,213.982,
WASP-4 b,WASP-4,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2007-01-01,15.211,393.15571,0.65835,1661.0,267.206,
WASP-4 b,WASP-4,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2007-01-01,15.289,396.96967,0.612,1673.0,267.206,
WASP-4 b,WASP-4,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2007-01-01,15.368,409.68287,0.665,1662.0,267.206,
WASP-41 b,WASP-41,1,2,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2012-01-01,13.204,310.51991,0.742,1242.0,163.371,
WASP-41 b,WASP-41,1,2,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2012-01-01,13.227,298.7602,0.74,1244.0,163.371,
WASP-42 b,WASP-42,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2012-01-01,12.576,167.49641,0.464,1021.0,177.291,
WASP-43 b,WASP-43,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2011-01-01,11.276,635.02434,2.43,1427.0,86.7467,
WASP-43 b,WASP-43,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2011-01-01,10.42,572.1,2.9,1350.0,86.7467,K
WASP-44 b,WASP-44,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2011-01-01,12.33,276.5121,0.811,1337.0,364.512,G
WASP-44 b,WASP-44,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2011-01-01,10.985,275.55861,1.14,1304.0,364.512,
WASP-45 b,WASP-45,2,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2011-01-01,10.604,306.38812,1.418,1153.0,211.196,
WASP-45 b,WASP-45,2,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2011-01-01,11.119,318.46566,1.275,1170.0,211.196,K
WASP-46 b,WASP-46,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2011-01-01,13.159,607.0553,1.467,1636.0,375.31,G
WASP-48 b,WASP-48,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2011-01-01,15.65,288.0,0.415,1956.0,454.144,
WASP-48 b,WASP-48,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2011-01-01,18.719,312.74472,0.263,2035.0,454.144,
WASP-49 b,WASP-49,2,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2012-01-01,13.428,126.81417,0.288,1400.0,194.553,G
WASP-5 b,WASP-5,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2008-01-01,13.047,497.40395,1.32,1732.0,309.137,
WASP-5 b,WASP-5,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2008-01-01,12.184,502.15,1.64,1706.0,309.137,
WASP-5 b,WASP-5,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2008-01-01,12.218,502.15,1.62,1753.0,309.137,G
WASP-5 b,WASP-5,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2008-01-01,13.171,506.93885,1.22,1753.0,309.137,
WASP-5 b,WASP-5,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2008-01-01,13.126,520.28771,1.36,1732.0,309.137,
WASP-50 b,WASP-50,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2011-01-01,13.07,466.8287,1.325,1395.0,184.848,
WASP-52 b,WASP-52,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2012-01-01,14.24,146.2,0.29,1315.0,174.818,K
WASP-52 b,WASP-52,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2012-01-01,13.709,146.2018,0.334,1309.0,174.818,
WASP-53 b,WASP-53,1,2,0,Multiple Facilities,Transit,Multiple Telescopes,Multiple Instruments,2017-01-01,12.038,677.61356,2.28,1053.0,201.338,
WASP-54 b,WASP-54,2,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2012-01-01,18.528,202.131,0.188,1759.0,251.303,F
WASP-55 b,WASP-55,2,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2012-01-01,14.964,199.27941,0.329,1300.0,297.462,
WASP-56 b,WASP-56,2,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2012-01-01,12.24,181.473,0.583,1216.0,321.084,G
WASP-57 b,WASP-57,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2012-01-01,11.769,204.68252,0.693,1338.0,398.276,
WASP-57 b,WASP-57,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2012-01-01,10.267,213.573,1.161,1251.0,398.276,G
WASP-58 b,WASP-58,2,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2012-01-01,15.36,282.86,0.45,1270.0,290.404,G
WASP-59 b,WASP-59,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2012-01-01,8.687,274.276,2.4,670.0,115.936,K
WASP-6 b,WASP-6,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2009-01-01,13.787,154.14755,0.325,1184.0,197.119,
WASP-60 b,WASP-60,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2012-01-01,13.731,177.9848,0.378,1479.0,431.052,
WASP-60 b,WASP-60,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2012-01-01,9.64,163.358,1.1,1320.0,431.052,G
WASP-61 b,WASP-61,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2012-01-01,13.563,654.7298,1.55,1624.0,488.66,
WASP-62 b,WASP-62,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2012-01-01,15.02,184.3414,0.32,1475.0,175.631,
WASP-64 b,WASP-64,2,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2012-01-01,14.247,403.945,0.823,1689.0,369.926,G
WASP-65 b,WASP-65,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2013-01-01,12.464,492.62,1.5,1480.0,273.703,G
WASP-67 b,WASP-67,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2012-01-01,12.229,129.034,0.388,1003.0,189.469,
WASP-68 b,WASP-68,2,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2014-01-01,13.9,301.93,0.665,1490.0,226.399,G
WASP-69 b,WASP-69,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2014-01-01,9.113,82.632,0.291,963.0,49.9605,K
WASP-7 b,WASP-7,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2008-01-01,10.256,305.1168,1.67,1379.0,162.303,
WASP-7 b,WASP-7,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2008-01-01,15.401,311.4734,0.469,1530.0,162.303,
WASP-7 b,WASP-7,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2008-01-01,14.908,305.1168,0.55,1487.0,162.303,
WASP-7 b,WASP-7,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2008-01-01,15.278,305.1168,0.473,1502.0,162.303,
WASP-70 A b,WASP-70 A,2,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2014-01-01,13.047,187.512,0.499,1387.0,222.355,G
WASP-71 b,WASP-71,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2012-01-01,16.37,712.545,0.94,2049.0,362.715,F
WASP-72 b,WASP-72,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2012-01-01,14.24,491.3763,0.96,2210.0,434.754,F
WASP-73 b,WASP-73,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2014-01-01,13.002,597.5,1.596,1790.0,316.678,F
WASP-74 b,WASP-74,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2015-01-01,17.486,301.9385,0.33,1910.0,149.216,F
WASP-74 b,WASP-74,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2015-01-01,15.737,262.52758,0.3697,1926.0,149.216,
WASP-75 b,WASP-75,2,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2013-01-01,14.235,340.06,0.69,1710.0,294.001,F
WASP-76 b,WASP-76,2,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2016-01-01,20.512,292.4036,0.201,2160.0,194.459,F
WASP-77 A b,WASP-77 A,2,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2012-01-01,13.563,559.3808,1.234,1674.0,105.166,
WASP-77 A b,WASP-77 A,2,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2012-01-01,13.5,572.1,1.3,1650.0,105.166,G
WASP-77 A b,WASP-77 A,2,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2012-01-01,13.787,529.81995,1.115,1715.0,105.166,
WASP-78 b,WASP-78,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2012-01-01,23.091,273.3338,0.131,2470.0,754.258,
WASP-78 b,WASP-78,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2012-01-01,19.055,282.857,0.24,2350.0,754.258,
WASP-79 b,WASP-79,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2012-01-01,23.43,286.03,0.13,1900.0,246.69,
WASP-79 b,WASP-79,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2012-01-01,17.15,270.1555,0.318,1716.0,246.69,
WASP-8 b,WASP-8,2,2,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2010-01-01,11.2,699.2,2.6,950.0,89.9606,G
WASP-80 b,WASP-80,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2012-01-01,11.198,170.99254,0.717,825.0,49.7876,
WASP-80 b,WASP-80,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2012-01-01,10.65,174.8,0.73,800.0,49.7876,K
WASP-80 b,WASP-80,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2012-01-01,11.052,178.62046,0.73,825.0,49.7876,
WASP-81 b,WASP-81,1,1,0,Multiple Facilities,Transit,Multiple Telescopes,Multiple Instruments,2017-01-01,16.018,231.69807,0.332,1623.0,398.505,
WASP-82 b,WASP-82,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2015-01-01,18.719,394.1092,0.354,2190.0,275.664,F
WASP-82 b,WASP-82,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2015-01-01,19.17,397.27,0.33,2200.0,275.664,
WASP-83 b,WASP-83,1,1,0,SuperWASP,Transit,Canon 200mm f/1.8L,iKon-L CCD Camera,2015-01-01,11.657,95.349,0.35,1120.0,271.103,G
